Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Condition,Accuracy,Block,Date
2,1,0.0,0.055067,0.754717,0.128,1.0,0.0,19,20150429
2,1,1.0,0.175808,0.394657,0.0,0.0,1.0,19,20150429
2,0,1.0,0.248252,0.421568,0.0,0.0,0.0,19,20150429
2,1,1.0,0.596592,0.408122,0.128,0.0,1.0,19,20150429
2,0,0.0,1.0,0.3153,0.512,1.0,1.0,19,20150429
2,0,0.0,1.0,0.288309,0.512,1.0,1.0,19,20150429
2,0,1.0,0.371844,0.488065,0.032,1.0,0.0,19,20150429
2,1,1.0,0.964137,0.288099,0.064,1.0,1.0,19,20150429
2,1,1.0,0.216308,0.64799,0.128,0.0,1.0,19,20150429
2,1,1.0,0.978968,0.314869,0.512,1.0,1.0,19,20150429
2,1,1.0,1.0,0.50159,0.512,1.0,1.0,19,20150429
2,0,0.0,0.107356,0.541608,0.064,0.0,1.0,19,20150429
2,1,1.0,0.763537,0.408152,0.128,0.0,1.0,19,20150429
2,0,0.0,1.0,0.30139,0.256,1.0,1.0,19,20150429
2,1,1.0,0.076553,0.407987,0.064,1.0,1.0,19,20150429
2,1,1.0,0.227336,0.488192,0.256,1.0,1.0,19,20150429
2,0,0.0,1.0,0.301384,0.512,1.0,1.0,19,20150429
2,0,0.0,1.0,0.261558,0.512,0.0,1.0,19,20150429
2,1,1.0,0.233801,0.461432,0.256,1.0,1.0,19,20150429
2,1,0.0,0.462732,0.941456,0.0,1.0,0.0,19,20150429
2,0,0.0,0.214977,0.621496,0.032,0.0,1.0,19,20150429
2,0,0.0,0.268407,0.421554,0.128,0.0,1.0,19,20150429
2,1,1.0,0.068948,0.68815,0.0,1.0,1.0,19,20150429
2,0,0.0,0.963947,0.30157,0.512,0.0,1.0,19,20150429
2,0,0.0,0.846059,0.554772,0.032,1.0,1.0,19,20150429
2,0,0.0,0.864883,0.381678,0.256,1.0,1.0,19,20150429
2,0,0.0,1.0,0.259993,0.128,0.0,1.0,19,20150429
2,0,0.0,0.477183,0.301565,0.032,0.0,1.0,19,20150429
2,1,1.0,0.998743,0.381644,0.256,0.0,1.0,19,20150429
2,0,0.0,1.0,0.274714,0.128,1.0,1.0,19,20150429
2,0,0.0,0.0,1.487892,0.064,1.0,1.0,19,20150429
2,1,0.0,0.330203,0.634827,0.0,0.0,0.0,19,20150429
2,0,0.0,0.582141,0.341476,0.256,1.0,1.0,19,20150429
2,1,1.0,0.804988,0.261406,0.512,1.0,1.0,19,20150429
2,1,0.0,0.0,0.594878,0.032,1.0,0.0,19,20150429
2,0,0.0,1.0,0.248242,0.128,0.0,1.0,19,20150429
2,0,0.0,0.95444,0.261559,0.512,0.0,1.0,19,20150429
2,0,0.0,0.42014,0.541527,0.032,0.0,1.0,19,20150429
2,1,1.0,1.0,0.248251,0.064,1.0,1.0,19,20150429
2,0,0.0,0.946073,0.248238,0.512,1.0,1.0,19,20150429
2,0,0.0,0.987524,0.354884,0.128,1.0,1.0,19,20150429
2,0,1.0,0.147286,0.52816,0.064,0.0,0.0,19,20150429
2,0,0.0,0.975736,0.288184,0.256,0.0,1.0,19,20150429
2,0,0.0,0.543923,0.394764,0.128,1.0,1.0,19,20150429
2,1,1.0,0.0,0.634881,0.0,1.0,1.0,19,20150429
2,1,1.0,0.816777,0.381452,0.512,0.0,1.0,19,20150429
2,1,1.0,0.086631,0.634765,0.128,0.0,1.0,19,20150429
2,1,1.0,0.014567,0.834932,0.128,1.0,1.0,19,20150429
2,1,1.0,0.195012,0.594788,0.032,0.0,1.0,19,20150429
2,1,1.0,0.880665,0.328009,0.256,0.0,1.0,19,20150429
2,0,1.0,0.697177,0.368287,0.0,1.0,0.0,19,20150429
2,0,0.0,0.992278,0.314795,0.256,1.0,1.0,19,20150429
2,1,1.0,0.425274,0.501594,0.512,1.0,1.0,19,20150429
2,1,1.0,0.61998,0.408093,0.032,1.0,1.0,19,20150429
2,1,1.0,0.935235,0.368224,0.256,0.0,1.0,19,20150429
2,1,1.0,0.0,0.434858,0.0,0.0,1.0,19,20150429
2,0,0.0,0.968891,0.314801,0.512,0.0,1.0,19,20150429
2,0,0.0,0.202237,0.714939,0.064,1.0,1.0,19,20150429
2,0,1.0,0.888651,0.274875,0.0,1.0,0.0,19,20150429
2,1,1.0,0.855376,0.221524,0.128,1.0,1.0,19,20150429
2,1,1.0,0.608951,0.395012,0.256,0.0,1.0,19,20150429
2,0,0.0,0.859749,0.421471,0.064,1.0,1.0,19,20150429
2,0,0.0,0.358344,0.328167,0.064,0.0,1.0,19,20150429
2,1,1.0,0.607811,0.44808,0.064,0.0,1.0,19,20150429
2,1,1.0,1.0,0.31505,0.512,0.0,1.0,19,20150429
2,1,1.0,0.119145,0.408236,0.256,1.0,1.0,19,20150429
2,0,0.0,0.944742,0.514914,0.032,1.0,1.0,19,20150429
2,1,1.0,0.893024,0.288046,0.128,1.0,1.0,19,20150429
2,1,0.0,0.0,1.821557,0.032,0.0,0.0,19,20150429
2,1,1.0,0.938658,0.314858,0.032,1.0,1.0,19,20150429
2,1,1.0,0.324879,0.261973,0.064,1.0,1.0,19,20150429
2,0,1.0,0.315562,0.488203,0.032,1.0,0.0,19,20150429
2,0,1.0,0.959954,0.314873,0.0,1.0,0.0,19,20150429
2,0,1.0,0.244259,0.594841,0.0,0.0,0.0,19,20150429
2,0,0.0,0.296358,0.754828,0.064,1.0,1.0,19,20150429
2,0,0.0,0.334196,0.488229,0.032,0.0,1.0,19,20150429
2,1,1.0,0.148047,0.448164,0.032,1.0,1.0,19,20150429
2,1,1.0,0.177709,0.354805,0.064,0.0,1.0,19,20150429
2,1,0.0,0.33971,0.608052,0.032,0.0,0.0,19,20150429
2,0,1.0,0.0,0.314873,0.0,0.0,0.0,19,20150429
2,1,1.0,0.407211,0.368145,0.256,1.0,1.0,19,20150429
2,0,0.0,0.896066,0.368036,0.256,0.0,1.0,19,20150429
2,0,1.0,0.608001,0.408223,0.128,0.0,0.0,19,20150429
2,0,1.0,0.479465,0.448278,0.064,0.0,0.0,19,20150429
2,1,1.0,0.316703,0.834998,0.064,0.0,1.0,19,20150429
2,1,1.0,1.0,0.461401,0.512,0.0,1.0,19,20150429
2,0,0.0,0.130554,0.387488,0.128,0.0,1.0,20,20150429
2,1,1.0,0.056969,0.28809,0.256,0.0,1.0,20,20150429
2,1,1.0,0.932003,0.354898,0.256,1.0,1.0,20,20150429
2,0,0.0,0.999123,0.274901,0.512,0.0,1.0,20,20150429
2,1,1.0,1.0,1.008139,0.064,0.0,1.0,20,20150429
2,0,1.0,0.221822,0.528106,0.0,1.0,0.0,20,20150429
2,0,0.0,0.270689,0.568068,0.064,0.0,1.0,20,20150429
2,0,1.0,0.174096,0.781523,0.032,1.0,0.0,20,20150429
2,0,1.0,0.078645,0.674964,0.064,1.0,0.0,20,20150429
2,0,1.0,0.228857,0.394985,0.128,1.0,0.0,20,20150429
2,1,0.0,0.3399,0.608186,0.032,0.0,0.0,20,20150429
2,1,0.0,0.333626,1.008069,0.0,1.0,0.0,20,20150429
2,0,0.0,1.0,0.328041,0.512,1.0,1.0,20,20150429
2,0,0.0,1.0,0.434995,0.064,1.0,1.0,20,20150429
2,0,0.0,1.0,0.27496,0.512,0.0,1.0,20,20150429
2,1,1.0,1.0,0.474726,0.128,0.0,1.0,20,20150429
2,0,0.0,0.456267,0.9815,0.032,0.0,1.0,20,20150429
2,0,1.0,0.117624,1.101544,0.128,0.0,0.0,20,20150429
2,1,1.0,0.440295,0.368264,0.128,0.0,1.0,20,20150429
2,1,1.0,0.351879,0.341409,0.0,1.0,1.0,20,20150429
2,1,1.0,0.840735,0.368143,0.512,0.0,1.0,20,20150429
2,0,0.0,0.934475,0.381438,0.256,0.0,1.0,20,20150429
2,0,1.0,0.158315,0.381547,0.0,1.0,0.0,20,20150429
2,0,0.0,1.0,0.27495,0.256,0.0,1.0,20,20150429
2,0,0.0,1.0,0.314706,0.512,1.0,1.0,20,20150429
2,0,0.0,0.221442,1.95463,0.256,1.0,1.0,20,20150429
2,1,1.0,0.253576,0.47478,0.032,1.0,1.0,20,20150429
2,1,1.0,0.773995,0.355059,0.064,0.0,1.0,20,20150429
2,1,1.0,0.90063,0.354792,0.064,1.0,1.0,20,20150429
2,0,0.0,1.0,0.314772,0.256,0.0,1.0,20,20150429
2,0,0.0,0.228287,0.821393,0.256,1.0,1.0,20,20150429
2,1,1.0,0.0,1.021341,0.064,1.0,1.0,20,20150429
2,0,0.0,0.191019,0.514844,0.032,0.0,1.0,20,20150429
2,0,1.0,0.127512,0.888159,0.064,0.0,0.0,20,20150429
2,0,0.0,0.166871,0.847979,0.032,1.0,1.0,20,20150429
2,1,1.0,0.947404,0.434935,0.512,0.0,1.0,20,20150429
2,0,1.0,0.243498,0.634731,0.032,0.0,0.0,20,20150429
2,0,0.0,0.998553,0.30159,0.256,1.0,1.0,20,20150429
2,0,0.0,1.0,0.208196,0.512,0.0,1.0,20,20150429
2,0,0.0,0.413295,0.394694,0.064,1.0,1.0,20,20150429
2,1,1.0,0.517493,0.434686,0.064,0.0,1.0,20,20150429
2,0,1.0,0.832749,0.901572,0.064,1.0,0.0,20,20150429
2,0,1.0,0.1393,0.40822,0.0,0.0,0.0,20,20150429
2,1,1.0,1.0,0.39509,0.512,1.0,1.0,20,20150429
2,1,1.0,0.965088,0.488189,0.512,0.0,1.0,20,20150429
2,0,1.0,0.963376,0.44818,0.0,1.0,0.0,20,20150429
2,1,1.0,0.879714,0.288621,0.512,1.0,1.0,20,20150429
2,1,1.0,0.0,0.648159,0.0,1.0,1.0,20,20150429
2,0,0.0,1.0,0.301231,0.512,1.0,1.0,20,20150429
2,1,1.0,0.000306,0.328062,0.256,0.0,1.0,20,20150429
2,0,1.0,0.568261,0.42148,0.064,0.0,0.0,20,20150429
2,0,1.0,0.565219,0.634812,0.0,1.0,0.0,20,20150429
2,1,1.0,0.94208,0.368151,0.032,1.0,1.0,20,20150429
2,1,0.0,0.175427,0.848051,0.032,0.0,0.0,20,20150429
2,1,1.0,0.985433,0.341401,0.032,1.0,1.0,20,20150429
2,1,1.0,0.007722,0.341441,0.0,0.0,1.0,20,20150429
2,0,1.0,0.400936,0.488066,0.0,0.0,0.0,20,20150429
2,0,0.0,0.360626,0.461572,0.032,1.0,1.0,20,20150429
2,1,1.0,0.836361,0.314661,0.256,0.0,1.0,20,20150429
2,0,0.0,0.999503,0.274998,0.128,0.0,1.0,20,20150429
2,1,1.0,1.0,0.274774,0.512,0.0,1.0,20,20150429
2,1,1.0,0.434211,0.581491,0.128,1.0,1.0,20,20150429
2,1,1.0,1.0,0.394926,0.256,1.0,1.0,20,20150429
2,0,0.0,0.45988,0.354608,0.128,0.0,1.0,20,20150429
2,1,1.0,0.572824,0.328269,0.128,1.0,1.0,20,20150429
2,1,1.0,0.899679,0.408192,0.064,0.0,1.0,20,20150429
2,0,0.0,0.958813,0.501829,0.128,1.0,1.0,20,20150429
2,1,1.0,1.0,0.461745,0.512,1.0,1.0,20,20150429
2,1,0.0,0.380401,0.594652,0.0,0.0,0.0,20,20150429
2,1,1.0,0.0988,0.580024,0.032,0.0,1.0,20,20150429
2,1,1.0,0.358915,0.273988,0.128,1.0,1.0,20,20150429
2,1,1.0,0.477563,0.448217,0.064,1.0,1.0,20,20150429
2,0,0.0,0.986954,0.288287,0.512,1.0,1.0,20,20150429
2,0,0.0,0.455887,0.633536,0.064,0.0,1.0,20,20150429
2,1,1.0,0.510838,0.421436,0.032,1.0,1.0,20,20150429
2,0,0.0,1.0,0.354727,0.128,1.0,1.0,20,20150429
2,1,1.0,0.533465,0.274874,0.512,1.0,1.0,20,20150429
2,0,1.0,0.074462,0.674953,0.0,0.0,0.0,20,20150429
2,0,0.0,1.0,0.261499,0.512,0.0,1.0,20,20150429
2,1,1.0,0.089863,0.768035,0.032,0.0,1.0,20,20150429
2,1,1.0,0.895305,0.420286,0.128,0.0,1.0,20,20150429
2,0,0.0,0.233991,0.421519,0.032,0.0,1.0,20,20150429
2,1,1.0,0.88808,0.261447,0.256,0.0,1.0,20,20150429
2,1,1.0,0.950257,0.368206,0.256,1.0,1.0,20,20150429
2,0,1.0,0.890932,0.461444,0.128,1.0,0.0,20,20150429
2,1,1.0,0.884467,0.408211,0.0,0.0,1.0,20,20150429
2,1,1.0,0.100702,0.381621,0.0,0.0,1.0,20,20150429
2,0,1.0,0.198435,0.541539,0.032,1.0,0.0,20,20150429
2,1,1.0,0.998363,0.328263,0.0,1.0,1.0,20,20150429
2,0,0.0,1.0,0.221604,0.256,0.0,1.0,20,20150429
2,0,0.0,1.0,0.288135,0.256,1.0,1.0,20,20150429
2,0,1.0,0.227716,0.421399,0.0,0.0,0.0,20,20150429
2,1,1.0,0.443148,0.528108,0.128,1.0,1.0,20,20150429
2,1,1.0,0.961285,0.314919,0.256,1.0,1.0,20,20150429
2,1,1.0,0.906904,0.301513,0.128,0.0,1.0,20,20150429
2,1,1.0,0.117624,0.421526,0.064,1.0,1.0,20,20150429
2,1,1.0,0.517493,1.05388,0.128,0.0,1.0,21,20150429
2,1,0.0,0.999313,0.368143,0.0,1.0,0.0,21,20150429
2,1,1.0,0.98106,0.261408,0.512,0.0,1.0,21,20150429
2,0,0.0,0.0,2.380458,0.032,0.0,1.0,21,20150429
2,1,1.0,0.042898,0.674666,0.032,0.0,1.0,21,20150429
2,0,0.0,0.989426,0.328038,0.512,0.0,1.0,21,20150429
2,1,1.0,0.926299,0.341343,0.256,1.0,1.0,21,20150429
2,1,1.0,0.291984,0.461384,0.064,1.0,1.0,21,20150429
2,0,0.0,1.0,0.36811,0.256,0.0,1.0,21,20150429
2,0,1.0,0.217259,0.568192,0.064,1.0,0.0,21,20150429
2,1,1.0,0.986003,0.261532,0.512,1.0,1.0,21,20150429
2,0,0.0,0.964517,0.261287,0.032,1.0,1.0,21,20150429
2,1,1.0,0.963567,0.394742,0.256,0.0,1.0,21,20150429
2,0,1.0,0.164589,0.781457,0.0,0.0,0.0,21,20150429
2,1,1.0,0.995701,0.714659,0.064,1.0,1.0,21,20150429
2,1,1.0,0.33914,0.594847,0.032,1.0,1.0,21,20150429
2,1,1.0,0.982391,0.327843,0.032,0.0,1.0,21,20150429
2,1,1.0,1.0,0.488096,0.512,1.0,1.0,21,20150429
2,0,0.0,1.0,0.354639,0.512,1.0,1.0,21,20150429
2,0,1.0,0.644888,1.234845,0.256,1.0,0.0,21,20150429
2,0,0.0,1.0,0.448104,0.032,1.0,1.0,21,20150429
2,1,1.0,0.946454,0.381374,0.512,1.0,1.0,21,20150429
2,0,0.0,0.989806,0.474806,0.128,1.0,1.0,21,20150429
2,0,1.0,0.9552,0.234751,0.0,1.0,0.0,21,20150429
2,0,0.0,0.946264,0.741426,0.032,1.0,1.0,21,20150429
2,1,1.0,0.959574,1.23466,0.032,0.0,1.0,21,20150429
2,1,1.0,0.934095,0.274785,0.256,0.0,1.0,21,20150429
2,1,0.0,0.930102,0.63307,0.0,0.0,0.0,21,20150429
2,0,0.0,0.995891,0.341457,0.064,0.0,1.0,21,20150429
2,0,0.0,1.0,0.234835,0.512,0.0,1.0,21,20150429
2,1,1.0,0.992088,0.234956,0.512,0.0,1.0,21,20150429
2,0,0.0,0.993799,0.648315,0.256,0.0,1.0,21,20150429
2,0,0.0,0.389718,0.381691,0.256,0.0,1.0,21,20150429
2,0,1.0,0.990377,0.674847,0.0,1.0,0.0,21,20150429
2,1,1.0,0.739389,0.141462,0.256,0.0,1.0,21,20150429
2,0,1.0,0.160596,0.728297,0.0,1.0,0.0,21,20150429
2,1,0.0,0.390098,1.07484,0.032,1.0,0.0,21,20150429
2,0,0.0,0.357774,0.70147,0.032,0.0,1.0,21,20150429
2,0,0.0,0.659529,0.354679,0.032,0.0,1.0,21,20150429
2,0,0.0,1.0,0.234871,0.512,1.0,1.0,21,20150429
2,0,0.0,0.989806,0.368066,0.128,1.0,1.0,21,20150429
2,1,0.0,0.244829,0.488101,0.0,0.0,0.0,21,20150429
2,1,1.0,0.184364,0.461406,0.032,0.0,1.0,21,20150429
2,0,1.0,0.152801,0.434941,0.064,0.0,0.0,21,20150429
2,0,1.0,0.120476,1.248106,0.128,0.0,0.0,21,20150429
2,1,1.0,0.979348,0.301321,0.064,1.0,1.0,21,20150429
2,1,0.0,0.920214,0.461497,0.032,1.0,0.0,21,20150429
2,0,0.0,0.996081,0.208284,0.064,0.0,1.0,21,20150429
2,0,0.0,0.215357,0.341415,0.128,1.0,1.0,21,20150429
2,0,0.0,0.993609,0.381623,0.256,1.0,1.0,21,20150429
2,1,1.0,1.0,0.301556,0.512,0.0,1.0,21,20150429
2,0,0.0,0.896827,0.381541,0.0,0.0,1.0,21,20150429
2,0,0.0,0.333245,0.368293,0.128,1.0,1.0,21,20150429
2,1,1.0,1.0,0.368126,0.128,0.0,1.0,21,20150429
2,1,1.0,0.559324,0.288184,0.256,1.0,1.0,21,20150429
2,0,1.0,1.0,0.394784,0.064,1.0,0.0,21,20150429
2,1,1.0,0.253196,0.421459,0.128,1.0,1.0,21,20150429
2,0,1.0,0.44676,0.514861,0.512,0.0,0.0,21,20150429
2,0,0.0,0.961475,0.248162,0.512,1.0,1.0,21,20150429
2,1,1.0,0.950827,0.315257,0.256,1.0,1.0,21,20150429
2,1,1.0,0.167822,0.581475,0.0,0.0,1.0,21,20150429
2,1,1.0,0.96756,0.248193,0.512,1.0,1.0,21,20150429
2,0,1.0,0.254146,0.501479,0.064,0.0,0.0,21,20150429
2,0,1.0,0.126561,0.594751,0.064,1.0,0.0,21,20150429
2,0,0.0,1.0,0.27476,0.256,1.0,1.0,21,20150429
2,1,1.0,0.973454,0.421652,0.128,1.0,1.0,21,20150429
2,1,1.0,0.08568,0.407987,0.064,0.0,1.0,21,20150429
2,1,0.0,0.971362,0.501657,0.064,1.0,0.0,21,20150429
2,0,0.0,0.355872,0.60828,0.128,0.0,1.0,21,20150429
2,0,0.0,0.990186,0.501633,0.032,1.0,1.0,21,20150429
2,1,1.0,0.201097,0.354857,0.256,1.0,1.0,21,20150429
2,1,0.0,1.0,0.328258,0.064,0.0,0.0,21,20150429
2,1,1.0,0.196153,0.461496,0.256,0.0,1.0,21,20150429
2,1,1.0,0.530993,0.28805,0.512,0.0,1.0,21,20150429
2,0,0.0,0.189118,0.501453,0.256,0.0,1.0,21,20150429
2,0,1.0,0.194061,0.941472,0.032,0.0,0.0,21,20150429
2,1,1.0,0.037574,1.23461,0.064,0.0,1.0,21,20150429
2,1,1.0,0.2319,0.314991,0.128,0.0,1.0,21,20150429
2,0,0.0,1.0,0.261255,0.512,0.0,1.0,21,20150429
2,1,0.0,0.301682,0.68807,0.0,0.0,0.0,21,20150429
2,0,0.0,1.0,0.301469,0.128,0.0,1.0,21,20150429
2,0,0.0,0.606099,1.90151,0.064,1.0,1.0,21,20150429
2,1,1.0,0.067427,0.461497,0.128,0.0,1.0,21,20150429
2,1,1.0,0.95463,0.314921,0.128,1.0,1.0,21,20150429
2,0,1.0,0.193681,0.461316,0.0,0.0,0.0,21,20150429
2,1,1.0,0.130744,0.461564,0.128,1.0,1.0,21,20150429
2,1,1.0,0.33914,0.501367,0.032,1.0,1.0,21,20150429
2,1,0.0,0.449993,0.488276,0.064,0.0,0.0,21,20150429
2,0,0.0,0.930102,0.461504,0.128,0.0,1.0,21,20150429
2,0,0.0,0.993039,0.408241,0.512,1.0,1.0,21,20150429
2,0,0.0,0.291984,0.474712,0.0,0.0,1.0,21,20150429
2,1,0.0,0.521486,0.368124,0.0,1.0,0.0,21,20150429
2,1,1.0,1.0,0.3146,0.0,1.0,1.0,21,20150429
2,1,1.0,0.246731,0.408273,0.0,1.0,1.0,21,20150429
2,0,0.0,1.0,0.301558,0.256,1.0,1.0,21,20150429
2,0,1.0,0.183223,0.514869,0.0,1.0,0.0,21,20150429
2,1,1.0,0.098039,1.613371,0.0,1.0,1.0,22,20150429
2,1,1.0,0.555902,0.821808,0.032,0.0,1.0,22,20150429
2,0,0.0,1.0,0.354804,0.512,0.0,1.0,22,20150429
2,0,1.0,0.150329,0.688101,0.064,0.0,0.0,22,20150429
2,1,1.0,1.0,0.395008,0.256,0.0,1.0,22,20150429
2,1,1.0,0.145955,0.314734,0.032,1.0,1.0,22,20150429
2,0,0.0,0.987334,0.221387,0.512,1.0,1.0,22,20150429
2,1,1.0,1.0,0.314755,0.064,1.0,1.0,22,20150429
2,0,0.0,0.300921,0.67475,0.032,1.0,1.0,22,20150429
2,0,1.0,0.291414,0.368277,0.0,0.0,0.0,22,20150429
2,0,0.0,1.0,0.274884,0.256,0.0,1.0,22,20150429
2,0,0.0,1.0,0.261433,0.128,1.0,1.0,22,20150429
2,0,0.0,0.264034,0.44818,0.0,1.0,1.0,22,20150429
2,0,0.0,0.963757,0.341666,0.0,1.0,1.0,22,20150429
2,0,0.0,1.0,0.274785,0.256,0.0,1.0,22,20150429
2,1,1.0,0.905003,0.274851,0.256,0.0,1.0,22,20150429
2,1,0.0,0.797572,0.474899,0.032,1.0,0.0,22,20150429
2,0,0.0,0.925728,0.44808,0.128,0.0,1.0,22,20150429
2,0,0.0,0.345795,0.341528,0.256,1.0,1.0,22,20150429
2,0,0.0,0.952348,0.314745,0.512,0.0,1.0,22,20150429
2,1,0.0,0.899679,0.43479,0.064,1.0,0.0,22,20150429
2,1,1.0,0.0,0.594694,0.064,1.0,1.0,22,20150429
2,1,1.0,0.80727,0.368686,0.256,0.0,1.0,22,20150429
2,1,1.0,0.814495,0.287909,0.512,0.0,1.0,22,20150429
2,0,0.0,0.883327,0.607975,0.064,1.0,1.0,22,20150429
2,1,1.0,0.496577,0.394727,0.128,0.0,1.0,22,20150429
2,0,0.0,0.658198,0.341503,0.128,0.0,1.0,22,20150429
2,0,0.0,0.95463,0.288129,0.256,1.0,1.0,22,20150429
2,1,1.0,0.899679,0.434641,0.0,0.0,1.0,22,20150429
2,0,0.0,0.077314,1.448224,0.032,0.0,1.0,22,20150429
2,0,0.0,0.326971,1.048135,0.0,0.0,1.0,22,20150429
2,1,1.0,0.0,1.567985,0.256,1.0,1.0,22,20150429
2,0,1.0,0.424704,0.514869,0.064,0.0,0.0,22,20150429
2,1,1.0,0.771903,0.248054,0.512,0.0,1.0,22,20150429
2,0,1.0,0.422422,0.861486,0.032,0.0,0.0,22,20150429
2,1,1.0,0.922686,0.381494,0.256,0.0,1.0,22,20150429
2,0,1.0,0.307576,0.861384,0.128,0.0,0.0,22,20150429
2,0,0.0,0.257379,0.728141,0.032,1.0,1.0,22,20150429
2,0,1.0,0.866594,0.514867,0.128,0.0,0.0,22,20150429
2,1,1.0,0.404739,0.448058,0.032,0.0,1.0,22,20150429
2,1,1.0,0.201857,0.368224,0.032,0.0,1.0,22,20150429
2,0,1.0,0.0,0.408088,0.064,0.0,0.0,22,20150429
2,1,1.0,0.769812,0.461415,0.128,1.0,1.0,22,20150429
2,1,1.0,0.252815,0.434848,0.064,0.0,1.0,22,20150429
2,0,0.0,0.997602,0.261471,0.128,1.0,1.0,22,20150429
2,1,1.0,0.188167,0.341482,0.0,0.0,1.0,22,20150429
2,1,1.0,0.0,0.528218,0.0,1.0,1.0,22,20150429
2,0,0.0,1.0,0.435239,0.256,0.0,1.0,22,20150429
2,0,NAN,NAN,NAN,0.0,NAN,NAN,22,20150429
2,1,1.0,1.0,0.461316,0.512,1.0,1.0,22,20150429
2,0,0.0,1.0,0.248255,0.128,1.0,1.0,22,20150429
2,0,0.0,1.0,0.314819,0.256,1.0,1.0,22,20150429
2,1,0.0,0.257949,1.154843,0.032,1.0,0.0,22,20150429
2,1,1.0,0.0,0.728032,0.256,1.0,1.0,22,20150429
2,1,1.0,0.769431,0.42143,0.256,1.0,1.0,22,20150429
2,1,1.0,0.110589,0.728218,0.064,0.0,1.0,22,20150429
2,1,0.0,0.05887,1.448083,0.128,1.0,0.0,22,20150429
2,0,1.0,1.0,0.314334,0.064,0.0,0.0,22,20150429
2,1,1.0,0.108307,0.328156,0.0,0.0,1.0,22,20150429
2,1,1.0,0.91508,0.581838,0.512,1.0,1.0,22,20150429
2,1,1.0,0.19273,0.595485,0.128,0.0,1.0,22,20150429
2,1,1.0,0.362337,0.354813,0.128,0.0,1.0,22,20150429
2,0,0.0,0.348647,0.594976,0.032,1.0,1.0,22,20150429
2,0,1.0,0.116293,0.84813,0.032,0.0,0.0,22,20150429
2,0,0.0,1.0,0.261509,0.512,0.0,1.0,22,20150429
2,0,0.0,0.965658,0.448299,0.512,1.0,1.0,22,20150429
2,1,1.0,0.945123,0.408199,0.256,1.0,1.0,22,20150429
2,0,1.0,0.763157,0.234953,0.256,0.0,0.0,22,20150429
2,0,0.0,0.935996,0.541314,0.032,0.0,1.0,22,20150429
2,0,NAN,NAN,NAN,0.512,NAN,NAN,22,20150429
2,1,1.0,1.0,0.28804,0.128,0.0,1.0,22,20150429
2,0,0.0,0.270498,0.821464,0.064,1.0,1.0,22,20150429
2,1,1.0,0.250153,0.554723,0.0,0.0,1.0,22,20150429
2,1,1.0,0.961285,0.315207,0.512,1.0,1.0,22,20150429
2,0,1.0,0.0,1.488065,0.064,1.0,0.0,22,20150429
2,0,0.0,0.852714,0.221426,0.512,1.0,1.0,22,20150429
2,0,1.0,0.512169,0.181593,0.0,0.0,0.0,22,20150429
2,1,0.0,0.269928,0.527981,0.0,1.0,0.0,22,20150429
2,0,0.0,1.0,0.354854,0.032,1.0,1.0,22,20150429
2,0,1.0,1.0,1.061497,0.0,1.0,0.0,22,20150429
2,1,0.0,0.302442,0.528063,0.128,1.0,0.0,22,20150429
2,1,1.0,1.0,0.301569,0.512,1.0,1.0,22,20150429
2,1,1.0,0.0,0.32811,0.032,1.0,1.0,22,20150429
2,0,0.0,1.0,0.608074,0.064,1.0,1.0,22,20150429
2,0,1.0,0.741861,0.821402,0.0,1.0,0.0,22,20150429
2,1,1.0,0.374316,0.514724,0.032,0.0,1.0,22,20150429
2,1,1.0,0.94208,0.488377,0.512,0.0,1.0,22,20150429
2,0,0.0,1.0,0.408079,0.512,0.0,1.0,22,20150429
2,1,1.0,1.0,0.381394,0.128,1.0,1.0,22,20150429
2,0,0.0,0.176758,1.608191,0.0,0.0,1.0,22,20150429
2,1,1.0,1.0,0.36858,0.064,1.0,1.0,22,20150429
2,0,0.0,0.649642,0.648596,0.256,1.0,1.0,22,20150429
2,1,1.0,0.235893,0.741412,0.064,0.0,1.0,22,20150429
2,1,1.0,0.971553,0.368221,0.512,0.0,1.0,22,20150429
2,1,0.0,0.208892,0.834779,0.064,0.0,0.0,22,20150429
2,0,0.0,0.953299,0.274866,0.128,1.0,1.0,22,20150429
3,0,0.0,0.7141,0.934016,0.0,0.0,1.0,12,20150429
3,0,1.0,0.718283,0.781443,0.032,0.0,0.0,12,20150429
3,0,0.0,0.260041,1.701445,0.064,1.0,1.0,12,20150429
3,0,0.0,0.79491,1.368064,0.128,1.0,1.0,12,20150429
3,1,1.0,0.962426,1.2748,0.128,1.0,1.0,12,20150429
3,0,1.0,0.062863,2.448016,0.256,1.0,0.0,12,20150429
3,1,1.0,0.772854,1.768109,0.0,0.0,1.0,12,20150429
3,0,1.0,0.554,1.954634,0.0,1.0,0.0,12,20150429
3,0,0.0,0.773805,1.4481,0.512,1.0,1.0,12,20150429
3,0,0.0,0.264414,1.341317,0.064,0.0,1.0,12,20150429
3,1,1.0,0.600965,1.874778,0.256,0.0,1.0,12,20150429
3,0,0.0,0.903101,1.607915,0.128,1.0,1.0,12,20150429
3,1,1.0,0.67398,1.808058,0.064,0.0,1.0,12,20150429
3,1,0.0,0.650593,1.301481,0.0,1.0,0.0,12,20150429
3,1,0.0,0.390288,1.008083,0.0,1.0,0.0,12,20150429
